file_name,iteration,target_type,system_cpu,system_gpu,system_os,system_ram,cpu_cores,cpu_threads,electron,node_version,npm_version,build_commands_used,delete_dist,delete_node_modules,npm_install,npm_install_start_ms,npm_install_end_ms,npm_install_duration_ms,npm_install_duration_s,build_start_ms,build_end_ms,build_duration_ms,build_duration_s,exe_size_bytes,msi_size_bytes
01-dist-build.json,1,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm install; npm run build:win,True,True,True,1748181110152,1748181118925,8773,8.77,1748181118925,1748181198594,79669,79.67,202056192,100438016
01-dist-build.json,2,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm install; npm run build:win,True,True,True,1748181203295,1748181211714,8419,8.42,1748181211714,1748181290483,78769,78.77,202056192,100438016
01-dist-build.json,3,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm install; npm run build:win,True,True,True,1748181293662,1748181303076,9414,9.41,1748181303076,1748181381706,78630,78.63,202056192,100438016
01-dist-build.json,4,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm install; npm run build:win,True,True,True,1748181383992,1748181395384,11392,11.39,1748181395384,1748181474120,78736,78.74,202056192,100438016
01-dist-build.json,5,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm install; npm run build:win,True,True,True,1748181478039,1748181487238,9199,9.2,1748181487238,1748181566587,79349,79.35,202056192,100438016
AVERAGES,,,,,,,,,,,,,,,,,,9439.4,9.44,,,79030.6,79.03,202056192.0,100438016.0
,,,,,,,,,,,,,,,,,,,,,,,,,
02-dist-build.json,1,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm install; npm run build:win,True,False,True,1748181569812,1748181580526,10714,10.71,1748181580526,1748181659185,78659,78.66,202056192,100438016
02-dist-build.json,2,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm install; npm run build:win,True,False,True,1748181659232,1748181661939,2707,2.71,1748181661939,1748181742357,80418,80.42,202056192,100438016
02-dist-build.json,3,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm install; npm run build:win,True,False,True,1748181742404,1748181745130,2726,2.73,1748181745130,1748181824731,79601,79.6,202056192,100438016
02-dist-build.json,4,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm install; npm run build:win,True,False,True,1748181824762,1748181828489,3727,3.73,1748181828489,1748181907338,78849,78.85,202056192,100438016
02-dist-build.json,5,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm install; npm run build:win,True,False,True,1748181907385,1748181910099,2714,2.71,1748181910099,1748181988548,78449,78.45,202056192,100438016
AVERAGES,,,,,,,,,,,,,,,,,,4517.6,4.52,,,79195.2,79.2,202056192.0,100438016.0
,,,,,,,,,,,,,,,,,,,,,,,,,
03-dist-build.json,1,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm install; npm run build:win,True,False,False,1748181991540,1748182001205,9665,9.66,1748182001205,1748182080151,78946,78.95,202056192,100438016
03-dist-build.json,2,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm run build:win,True,False,False,,,,,1748182080198,1748182158968,78770,78.77,202056192,100438016
03-dist-build.json,3,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm run build:win,True,False,False,,,,,1748182158999,1748182237463,78464,78.46,202056192,100438016
03-dist-build.json,4,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm run build:win,True,False,False,,,,,1748182237509,1748182316418,78909,78.91,202056192,100438016
03-dist-build.json,5,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm run build:win,True,False,False,,,,,1748182316449,1748182395166,78717,78.72,202056192,100438016
AVERAGES,,,,,,,,,,,,,,,,,,9665.0,9.66,,,78761.2,78.76,202056192.0,100438016.0
,,,,,,,,,,,,,,,,,,,,,,,,,
04-dist-build.json,1,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm install; npm run build:win,False,True,True,1748182398088,1748182408583,10495,10.49,1748182408583,1748182487136,78553,78.55,202056192,100438016
04-dist-build.json,2,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm install; npm run build:win,False,True,True,1748182489516,1748182498024,8508,8.51,1748182498024,1748182578049,80025,80.03,202056192,100438016
04-dist-build.json,3,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm install; npm run build:win,False,True,True,1748182581197,1748182590893,9696,9.7,1748182590893,1748182669508,78615,78.61,202056192,100438016
04-dist-build.json,4,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm install; npm run build:win,False,True,True,1748182671812,1748182680589,8777,8.78,1748182680589,1748182759289,78700,78.7,202056192,100438016
04-dist-build.json,5,dist,AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,Windows 11 (10.0.22621),32 GB,8,16,36.2.1,v20.9.0,10.1.0,npm install; npm run build:win,False,True,True,1748182762217,1748182772385,10168,10.17,1748182772385,1748182851164,78779,78.78,202056192,100438016
AVERAGES,,,,,,,,,,,,,,,,,,9528.8,9.53,,,78934.4,78.93,202056192.0,100438016.0
,,,,,,,,,,,,,,,,,,,,,,,,,
