file_name,iteration,timestamp_ms,main_pid,main_name,executable_type,system_os,system_cpu,system_gpu,system_ram,cpu_cores,cpu_threads,node_version,npm_version,build_commands_used,start_ms,end_ms,duration_ms,duration_s,success,process_count
01-dist_unpacked-startup.json,21,,9420,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170100288,1748170102295,2007,2.01,True,
01-dist_unpacked-startup.json,22,,21452,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170102351,1748170104360,2009,2.01,True,
01-dist_unpacked-startup.json,23,,22712,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170104404,1748170106411,2007,2.01,True,
01-dist_unpacked-startup.json,24,,6152,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170106454,1748170108466,2012,2.01,True,
01-dist_unpacked-startup.json,25,,25984,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170108782,1748170110816,2034,2.03,True,
01-dist_unpacked-startup.json,26,,17604,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170111090,1748170113112,2022,2.02,True,
01-dist_unpacked-startup.json,27,,26136,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170113853,1748170115865,2012,2.01,True,
01-dist_unpacked-startup.json,28,,26184,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170116574,1748170118589,2015,2.02,True,
01-dist_unpacked-startup.json,29,,516,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170118929,1748170121956,3027,3.03,True,
01-dist_unpacked-startup.json,30,,21160,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170122268,1748170124300,2032,2.03,True,
01-dist_unpacked-startup.json,31,,15072,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170125141,1748170127165,2024,2.02,True,
01-dist_unpacked-startup.json,32,,18620,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170127367,1748170129398,2031,2.03,True,
01-dist_unpacked-startup.json,33,,20192,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170129610,1748170131622,2012,2.01,True,
01-dist_unpacked-startup.json,34,,25496,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170131912,1748170133925,2013,2.01,True,
01-dist_unpacked-startup.json,35,,25616,blendio-electronjs.exe,dist_unpacked,Windows 11 (10.0.22621),AMD Ryzen 7 5800X3D 8-Core Processor,NVIDIA GeForce RTX 4070,32 GB,8,16,v20.9.0,10.1.0,npm run build:unpack,1748170134905,1748170136965,2060,2.06,True,
